<<<<<<< HEAD
Band Name,Genre,Country,Band Website,BA URL,Description,Video URL
SAOR,SYMPHONIC BLACK METAL,United Kingdom,http://www.saormusic.com,https://www.brutalassault.cz/cs/band/saor,"Skot Andy Marshall tvoří pod názvem SAOR výpravné a zádumčivé hudební kulisy pro osamělé toulky zamlženou, deštivou a zvlněnou krajinou skotské vysočiny.",www.youtube.com/embed/W9bMRTvmvQQ,https://charon.brutalassault.cz/content//images/artist-image/artist-155-1540994684_thumb.jpeg
SHAPE OF DESPAIR,FUNERAL DOOM,Finland, http://www.shapeofdespair.com,https://www.brutalassault.cz/cs/band/shape-of-despair,"Chlad a chmur k nám přivezou jak jinak než z Finska funeral doomoví SHAPE OF DESPAIR, které jsme mohli na BRUTAL ASSAULT naposled spatřit před šesti lety a kteří se k nám vrací s fenomenálním albem Monotony Fields.",www.youtube.com/embed/RDjlL6SWdn0,https://charon.brutalassault.cz/content//images/artist-image/artist-156-1540994750_thumb.png
SICK OF IT ALL,NY HC,United States,https://www.sickofitall.com/,https://www.brutalassault.cz/cs/band/sick-of-it-all,"Dalšími oceňovanými legendami jejich žánru, kteří se u nás letos představí jsou vodící světla newyorského hardcoru SICK OF IT ALL s historií sahající až do roku 1986. O víc jak tři dekády později nejeví známky zpomalování či změkčování a stále patří k tomu nejlepšímu co NY/HC nabízí a totéž platí o jejich energií nabitých koncertech.",www.youtube.com/embed/lblN4I0rzNU,https://charon.brutalassault.cz/content//images/artist-image/artist-212-1548253271_thumb.jpeg
SKELETAL REMAINS,DEATH METAL,United States,https://www.facebook.com/SkeletalRemainsDeathMetal/,https://www.brutalassault.cz/cs/band/skeletal-remains,"Kalifornští SKELETAL REMAINS se dostali do popředí scény rozvíjející odkaz poctivého oldschool death metalu a to jak díky svému hráčskému umu, energickému živému hraní tak tvůrčím odkazováním se na legendy, jako Death, Pestilence, Gorguts, Obituary a mnoho dalších. S jejich nesmírně našlapaným novým albem Devouring Mortality se SKELETAL REMAINS vracejí získat zpět to co jim patří, a to sice josefovskou pevnost!",www.youtube.com/embed/jss2oSGJ604,https://charon.brutalassault.cz/content//images/artist-image/artist-223-1549291948_thumb.jpeg
SLAPSHOT,HARDCORE,United States,https://www.facebook.com/SlapshotBoston/,https://www.brutalassault.cz/cs/band/slapshot,Nesmrtelní veteráni bostonského hardcoru!,www.youtube.com/embed/nVq4k156QYs,https://charon.brutalassault.cz/content//images/artist-image/artist-207-1547044812_thumb.jpeg
SLÆGT,BLACKENED HEAVY METAL,Denmark,https://www.facebook.com/Slaegt/,https://www.brutalassault.cz/cs/band/slaegt,Můžete se těšit na vycházející hvězdu dánské scény SLÆGT a na jejich epické pojetí blackened heavy metalu bez jakýchkoliv žánrových omezení.,www.youtube.com/embed/a6ghAqe-ayE,https://charon.brutalassault.cz/content//images/artist-image/artist-188-1544306695_thumb.jpeg
SODOM,THRASH METAL,Germany,http://www.sodomized.info,https://www.brutalassault.cz/cs/band/sodom,"Začněme s průkopníky thrashe a členy teutonské velké čtyřky s kořeny v roce 1981 a novou sestavou SODOM! Do jejich sestavy se vrací Frank Blackfire (ex-Sodom, ex-Kreator, nebo Assassin), který s kapelou natočil stěžejní alba Persecution Mania a Agent Orange nebo živák Mortal Way Of Live. V kapele navíc poprvé za jejich téměř čtyřicetiletou historii přibyl druhý kytarista, a tak se můžete těšit na zbrusu nový zvuk těchto legend!",www.youtube.com/embed/gvv8j5OCFQY,https://charon.brutalassault.cz/content//images/artist-image/artist-211-1548252723_thumb.jpeg
SOILWORK,MELODIC GROOVE METAL,Sweden,https://www.soilwork.org,https://www.brutalassault.cz/cs/band/soilwork,"Švédská metalová eminence SOILWORK se zrodila v roce 1995, v Helsingborgu, z rukou kytaristy Petera Wicherse a zpěváka Björna “Speed” Strida. Unikátní mix melodického metalu vyeskaloval do strmých výšin, nejvíce na uznávané desce Natural Born Chaos, produkované věhlasným Devinem Townsendem. I přes několik personálních změn, pokračují SOILWORK svojí cestu úspěšně již dvacet let a nyní, se svým novým nadmíru pozitivně hodnoceným albem Verligheten si SOILWORK podmaní i josefovskou pevnost!",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-219-1549287301_thumb.jpeg
TAAKE,BLACK METAL,Norway,https://www.facebook.com/taakeofficial/,https://www.brutalassault.cz/cs/band/taake,"Studená norská mlha zažírající se pod kůži a rozklepavájící všechny kosti v těle chladem se na vás přihrne ze sedmi kopci obklopeného Bergenu.. Tento starobylý přístav hostil jednu z největších kolonií lepry v Evropě a dodnes chrlí do světa chorobný black metal. Z jeho zmaru trčí jako maják sedm nahrávek TAAKE, které reflektují severské tradice, ale zároveň znějí v záplavě kopírek norského zvuku svěže a osobitě. TAAKE patří k absolutní špičce žánru a i živě mají neskutečnou formu, což můžou potvrdit i návštěvníci jejich nedávného pražského koncertu.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-173-1543234010_thumb.jpeg
TANKARD,ALCOHOLIC THRASH METAL,Germany,http://www.tankard.info,https://www.brutalassault.cz/cs/band/tankard,"TANKARD s 6,66% alkoholu v krvi se chzstají na BA rozbalit svůj alkoholický thrash! Opilecké hymny zazní jak z jejich nejnovějšího počinu Hymns for the Drunk (2018), tak dojde na hity z jejich více jak třicetileté kariéry.",www.youtube.com/embed/NK6c58ZkJBo,https://charon.brutalassault.cz/content//images/artist-image/artist-157-1540994858_thumb.jpeg
TAPHOS,DEATH METAL,Denmark,https://www.facebook.com/taphosdeath/,https://www.brutalassault.cz/cs/band/taphos,"Dánské TAPHOS zplodila stejná undergroundová scéna, která zplodila kapely jako Undergang, Mold nebo Phrenelith. TAPHOS se věnují death metalu tak, jak ho znali fanoušci pionýrů toho žánru na obou stranách Atlantiku na počátku 90. let. TAPHOS se tak daří kombinovat jak americké a skandinávské elementy, tak pradávný shnilý sound s pocitem čerstvé energie, kterou do žánru přináší.",www.youtube.com/embed/IYIycFKkPtU,https://charon.brutalassault.cz/content//images/artist-image/artist-196-1544309192_thumb.jpeg
TESTAMENT,BAY AREA THRASH METAL,United States,https://www.testamentlegions.com/site/,https://www.brutalassault.cz/cs/band/testament,"TESTAMENT nejsou jenom thrashová legenda. Krom toho, že umí napsat prakticky jakoukoli skladbu, tak, aby obsahovala silný moment, nějakou melodii a měla pevnou konstrukci, mají za mikrofonem Chucka Billyho. Tedy pana zpěváka, který, když se do toho opře, urve ze silnice první vrstvu, a naopak když si tón vychutná, rozpustí se i šlehačka v celý cukrárně. Ale pozor, ani za cenu toho, že by se vám zvedl žaludek. Zpěváků, jako je on, totiž na planetě mnoho nepobíhá. To samé ale platí i pro samotný TESTAMENT. Ti nikdy nebyli nemyslící, účelovou rubanicí, ale thrash metal v jejich podání má profesorský nadhled. Na BA přijedou s aktuální našlapanou deskou Brotherhood of the Snake a rozhodně se máte na co těšit.",www.youtube.com/embed/OeIgFsU0x4I,https://charon.brutalassault.cz/content//images/artist-image/artist-70-1545236081_thumb.jpeg
THERION,SYMPHONIC METAL,Sweden,http://therion.se,https://www.brutalassault.cz/cs/band/therion,"Stejně THERION s kořeny v roce 1987 patří již k veteránům. V počátcích kapela patřila k tomu nejkreativnějšímu ve švédském death metalovém podhoubí, ale postupně se transformovali a s přelomovým albem Theli začali ztělesňovat symfonický až operní metal. A právě se speciálním setem k tomu přelomovému albu letos THERION přijedou i na Brutal.",www.youtube.com/embed/2ZQ0BsNi24A,https://charon.brutalassault.cz/content//images/artist-image/artist-215-1548254716_thumb.jpeg
THY ART IS MURDER,DEATHCORE,Australia,https://www.thyartismurder.net,https://www.brutalassault.cz/cs/band/thy-art-is-murder,"Australské brutalisty THY ART IS MURDER, kteří jsou momentálně jednou z nejžhavějších kapel na poli moderního death metalu / metalcoru uvítá Brutal už poněkolikáté, takže je všem zúčastněným jasné, na jak strašný masakr je potřeba se připravit.",www.youtube.com/embed/hf04EYSifjE,https://charon.brutalassault.cz/content//images/artist-image/artist-183-1544302298_thumb.jpeg
TOSKA,PROGRESSIVE METAL,United Kingdom,https://www.toska.tv,https://www.brutalassault.cz/cs/band/toska,"Tohle britské trio uhrane josefovskou pevnost svým novátorským přístupem a progresivními melodiemi svého čerstvého alba Fire By The Silos. Připravte se na poslechový multidimenzionální výlet, který vás provede pestrou skladatelskou škálou, která je u tak mladých muzikantů obdivuhodná.",www.youtube.com/embed/ttVCQKdz56M,https://charon.brutalassault.cz/content//images/artist-image/artist-171-1543226686_thumb.jpeg
UNFATHOMABLE RUINATION,BRUTAL DEATH METAL,United Kingdom,http://unfathomableruination.bandcamp.com,https://www.brutalassault.cz/cs/band/unfathomable-ruination,"Britská brutal death metalová úderka UNFATHOMABLE RUINATION se jako čepel skalpelu zaryla do srdcí všech fanoušků maniakálního brutálního death metalu už svou prvotinou Misshapen Congenital Entrophy. Postupem času se však kapela vyvíjela ještě dál a čerpala vlivy od temných disharmonických kapel jako třeba Ulcerate, nebo klasik typu Monstrosity, proto můžete očekávat víc, než jen běžný kanální BDM výlev.",No Video,https://charon.brutalassault.cz/content//images/artist-image/artist-158-1540995479_thumb.jpeg
VAMPILLIA,BRUTAL ORCHESTRA,Japan,http://vampillia.com/,https://www.brutalassault.cz/cs/band/vampillia,"Vynikající, šokující, neuvěřitelné, úchvatné! To vše a mnohem více je japonská senzace a “brutal orchestra” VAMPILLIA. Není to jen kapela, ale něco, co musíte zažít... Každá z nahrávek tohoto ansáblu představuje zcela jiný žánr, stejně tak, jako jejich show plná energie a zvratů, která by se dala popsat, jako emoční horská dráha. Po jejich úspěšném turné s Alcest je Brutal Assault znovu, s otevřenou náručí, přivítá opět v Čechách!",www.youtube.com/embed/plaoX9kUehA,https://charon.brutalassault.cz/content//images/artist-image/artist-226-1549293823_thumb.jpeg
VARGRAV,BLACK METAL,Finland,https://www.facebook.com/Vargravofficial/,https://www.brutalassault.cz/cs/band/vargrav,"Tajemnou mlhou zahalený projekt z Finska budiž potěchou pro všechny fanoušky raných EMPEROR. VARGRAV evokují potemnělou atmosféru a melodie black metalu raných let devadesátých, avšak se nejedná o žádnou rádoby retro kapelu, ale naprosto originální atmosféru doby, velice umně zrekonstruovanou dobovými účastníky...",www.youtube.com/embed/9twUf6nmG9g,https://charon.brutalassault.cz/content//images/artist-image/artist-159-1540995525_thumb.jpeg
VENOM PRISON,DEATH METAL HARDCORE,United Kingdom,https://www.venomprison.com,https://www.brutalassault.cz/cs/band/venom-prison,"Pro fanoušky moderního death metalu s lehkou směsicí hardcoru, tu máme vynikající VENOM PRISON v čele s charismatickou Larissou Stupar.",www.youtube.com/embed/jUifGoxMukk,https://charon.brutalassault.cz/content//images/artist-image/artist-185-1544304627_thumb.jpeg
VIOLATOR,THRASH METAL,Brazil,https://violatorthrash.bandcamp.com/,https://www.brutalassault.cz/cs/band/violator,"Jedna z nejdivočejších jihoamerických kapel, která bude konečně debutovat na BA a předvede nefalšovanou thrashovou zběsilost v srdci!",www.youtube.com/embed/DmU3e84nVC0,https://charon.brutalassault.cz/content//images/artist-image/artist-208-1547044874_thumb.jpeg
VIOLENT MAGIC ORCHESTRA,NOISE,Japan,https://throatruinerrecords.com/violent-magic-orchestra,https://www.brutalassault.cz/cs/band/violent-magic-orchestra,"Umělecký projekt útočící na váš sluch a zrak na plné obrátky. VMO na vás budou útočit technem, black metalem, industrialem, noisem a průmyslovými světly. Představte si Kraftwerk hrající black metal.",www.youtube.com/embed/lOkWiCpuHdQ,https://charon.brutalassault.cz/content//images/artist-image/artist-233-1550575105_thumb.jpeg
VOIVOD,PROGRESSIVE THRASH,Canada,http://www.voivod.com,https://www.brutalassault.cz/cs/band/voivod,"Pevně věříme, že vám, stejně jako nám, udělá radost oznámení legendárních progresivních inovátorů žánru, kanadských VOIVOD! Jejich nejnovější počin The Wake se dočkal skvělých ohlasů, a i za více jak 35 let existence kapela neztrácí ani kousek energie.",www.youtube.com/embed/hCuSHngMy-g,https://charon.brutalassault.cz/content//images/artist-image/artist-209-1547044992_thumb.jpeg
VULVODYNIA,SLAMMING DEATH METAL,South Africa,https://www.facebook.com/pg/vulvodyniaslam/,https://www.brutalassault.cz/cs/band/vulvodynia,"Jihoafričtí sekáči VULVODYNIA se zaměřují na brutalitu a jednoduchou chytlavost jejich slamujícího brutal deathu, a díky svému koncertnímu nasazení a hutnému zvuku již dobyli srdce a střeva nejednoho příznivce hudební řezničiny.. Nejedná se o nijak přemýšlivou nebo potemnělou variaci na žánr jako v případě UNFATHOMABLE RUINATION, či rozvíjení odkazu Suffocation tak, jak je předváděli třeba Disgorge, ale čistou esenci zábavy, která je ovšem servírována v mistrném provedení.",www.youtube.com/embed/13i8lYlYxXg,https://charon.brutalassault.cz/content//images/artist-image/artist-213-1548253758_thumb.jpeg
VUUR,PROGRESSIVE METAL,Netherlands,http://www.vuur.band,https://www.brutalassault.cz/cs/band/vuur,Kráska Anneke van Giersbergen známá jako zpěvačka melancholických holandských metalistů THE GATHERING přijede na BA s jejím novým prog metalovým projektem VUUR.,www.youtube.com/embed/gAwDw5zXtLI,https://charon.brutalassault.cz/content//images/artist-image/artist-189-1544307007_thumb.jpeg
WALLS OF JERICHO,HARDCORE METAL,United States,https://www.facebook.com/pg/WallsofJericho/,https://www.brutalassault.cz/cs/band/walls-of-jericho,"Detroitští WALLS OF JERICHO se nestali senzací jen díky zaškatulkování do metalcore kapely s ženou za mikrofonem. Za zapamatování stojí rozhodně i fakt, že se perfektně dokázali vybalancovat na pomezí old-schoolového hardcoru, thrash metalu a “chugga-chugga” metalcoru s neuvěřitelným nasazením a energií, kterou by jim leckteří vrstevníci, ale i mladší kapely, mohly závidět. WOJO se stali železnou jistotou na poli hardcoru, a to nejen díky jejich skvělé hudbě, ale také díky jejich postoji a naprosto ohromujícím výkonům plných energie zpěvačky Candace Kucsulain.",www.youtube.com/embed/R7GIFWeNtSI,https://charon.brutalassault.cz/content//images/artist-image/artist-220-1549288425_thumb.jpeg
WINDHAND,STONER DOOM METAL,United States, http://www.windhand.com,https://www.brutalassault.cz/cs/band/windhand,"Virginia's heavy psychedelic quartet WINDHAND presents infectious display of songcraft cloaked in alluring atmosphere, molten fuzz, eerie psychedelia and ethereal vocals. Their latest record Eternal Return is a modern testament to the power of heavy music legacy as well as multifaceted slab of thundering stoner doom.",www.youtube.com/embed/iiKXTLLe7VI,https://charon.brutalassault.cz/content//images/artist-image/artist-168-1542292591_thumb.jpeg
WOE UNTO ME,FUNERAL DOOM,Belarus,http://woeuntome.bandcamp.com,https://www.brutalassault.cz/cs/band/woe-unto-me,"Běloruští WOE UNTO ME posluchače ponoří do zasmušilé atmosféry plné melancholie, podzimního splínu a všestranného death doomu.",www.youtube.com/embed/5_EWcwRKfdM,https://charon.brutalassault.cz/content//images/artist-image/artist-160-1540995572_thumb.png
WOLFBRIGADE,HARDCORE PUNK CRUST,Sweden,https://wolfbrigadesl.bandcamp.com,https://www.brutalassault.cz/cs/band/wolfbrigade,"Jedna z nejdéle sloužících stálic severské hardcore scény, která začala v roce 1995 pod jménem Wolfpack. V této fázi kapela vydala tři desky a mnoho sedmipalců, kterými masivně ovlivnila crustovou a hardcore punkovou scénu na celém světě. Pod přelomu milénia se kapela přejmenovala na WOLFBRIGADE, ale z nastoleného kurzu špinavého a hrubozrnného hardcore punku a undergroundových principů nehnula ani o píď.",www.youtube.com/embed/ubz_Z5O6tPY,https://charon.brutalassault.cz/content//images/artist-image/artist-161-1540995852_thumb.jpeg
WORMED,BRUTAL TECHNICAL DEATH METAL,Spain,http://www.wormed.net/,https://www.brutalassault.cz/cs/band/wormed,"Lavina stopek, lichých rytmů a komplexních struktur riffů, technická smršť podladěných strun a baráž dvoukopáků čeká na všechny fajnšmekry technického brutal death metalu v podání španělských WORMED.",www.youtube.com/embed/4Bqb_b1UOnQ,https://charon.brutalassault.cz/content//images/artist-image/artist-217-1548255728_thumb.jpeg
ZURIAAKE,ATMOSPHERIC BLACK METAL,China,https://www.facebook.com/Zuriaake/,https://www.brutalassault.cz/cs/band/zuriaake,Čínský atmosférický black metal.. představte si Wolves In The Throne Room zápolící s úkolem stvořit soundtrack pro epickou bitevní scénu z filmu Yimou Zhanga a dostanete zhruba obraz hudby ZURIAAKE.,www.youtube.com/embed/DQcLg5m9TF8,https://charon.brutalassault.cz/content//images/artist-image/artist-210-1547045146_thumb.jpeg
>>>>>>> 5f63e30dc8b5a868f5c4a68dfd682854bb66b106
